SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
EN1034,4800 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15861, -118.501966)"
EN1035,4800 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158756, -118.50174)"
EN1036,4800 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15879, -118.501689)"
EN1037,4800 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158831, -118.501625)"
EN1038,4800 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158864, -118.501574)"
EN1041,4700 GAVIOTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15634, -118.481356)"
EN1042,4700 GAVIOTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156393, -118.481357)"
EN1043,4700 GAVIOTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156456, -118.481357)"
EN1044,4700 GAVIOTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156584, -118.481357)"
EN1044A,4700 GAVIOTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156768, -118.481357)"
EN1047,4600 DENSMORE AVE,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.155184, -118.47743)"
EN1048,4600 DENSMORE AVE,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.155235, -118.477431)"
EN1049,4700 WOODLEY AV,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.156641, -118.483549)"
EN1050,4700 WOODLEY AV,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.156697, -118.483549)"
EN1051,4700 WOODLEY AV,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.156767, -118.483548)"
EN1052,4700 WOODLEY AV,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.156819, -118.483548)"
EN1053,4700 WOODLEY AV,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.156894, -118.483548)"
EN1054,4801 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158852, -118.501849)"
EN1055,4801 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158823, -118.501893)"
EN1056,4801 BALBOA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15878, -118.501962)"
EN107,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156579, -118.484248)"
EN107A,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156593, -118.484337)"
EN108,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156602, -118.484399)"
EN108A,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156615, -118.484504)"
EN109,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156685, -118.485025)"
EN109A,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156695, -118.485083)"
EN11,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154669, -118.470617)"
EN110,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156742, -118.485429)"
EN111,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156749, -118.485493)"
EN112,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156761, -118.485579)"
EN114,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156797, -118.485854)"
EN115,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156809, -118.485945)"
EN119,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156882, -118.486472)"
EN12,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154686, -118.470706)"
EN120,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156893, -118.486539)"
EN121,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156906, -118.486632)"
EN122,16101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156914, -118.486692)"
EN123,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156927, -118.486786)"
EN124,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156936, -118.486851)"
EN125,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156998, -118.487308)"
EN126,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157007, -118.487372)"
EN127,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157019, -118.487464)"
EN128,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15703, -118.487532)"
EN129,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15704, -118.487617)"
EN13,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154694, -118.470768)"
EN130,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157051, -118.487684)"
EN131,16201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15706, -118.487752)"
EN132,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.157279, -118.48792)"
EN133,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.157331, -118.48792)"
EN134,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.157401, -118.48792)"
EN135,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.157455, -118.48792)"
EN136,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.157527, -118.48792)"
EN137,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.157579, -118.487919)"
EN137A,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.157975, -118.487914)"
EN137B,4800 LIBBIT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.158023, -118.487914)"
EN139,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157178, -118.488606)"
EN14,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154709, -118.470856)"
EN140,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157191, -118.488694)"
EN141,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157198, -118.488756)"
EN142,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15721, -118.488842)"
EN143,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157261, -118.489226)"
EN144,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157272, -118.489316)"
EN145,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157282, -118.489383)"
EN146,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157294, -118.489469)"
EN147,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157303, -118.489534)"
EN148,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157317, -118.489625)"
EN149,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157327, -118.489697)"
EN15,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.15476, -118.471165)"
EN150,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157338, -118.489784)"
EN151,16301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15735, -118.489854)"
EN152,16401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157422, -118.490407)"
EN153,16401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157435, -118.4905)"
EN154,16401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157444, -118.49056)"
EN16,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154774, -118.471249)"
EN163,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157784, -118.493032)"
EN163A,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157792, -118.493097)"
EN164,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157804, -118.49319)"
EN164A,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157813, -118.493261)"
EN165,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157853, -118.49355)"
EN165A,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157862, -118.493613)"
EN166,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157875, -118.4937)"
EN166A,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157883, -118.493763)"
EN167,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157894, -118.493841)"
EN168,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157903, -118.493913)"
EN169,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157915, -118.494001)"
EN17,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154784, -118.471311)"
EN170,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157942, -118.494195)"
EN171,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157951, -118.494257)"
EN177,4800 RUBIO AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158645, -118.494467)"
EN178,4800 RUBIO AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15873, -118.494467)"
EN179,4800 RUBIO AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158786, -118.494467)"
EN179A,4800 RUBIO AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158948, -118.494468)"
EN179B,4800 RUBIO AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159097, -118.494468)"
EN18,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154798, -118.471398)"
EN180,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158019, -118.494825)"
EN181,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158031, -118.494916)"
EN182,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15804, -118.494976)"
EN183,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158052, -118.49506)"
EN184,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158062, -118.495126)"
EN185,16601 VENTURA BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.158074, -118.495214)"
EN186,16601 VENTURA BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.158084, -118.495276)"
EN187,16601 VENTURA BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.158097, -118.495365)"
EN188,16601 VENTURA BL,Single-Space,FLAT,$1.00,30MIN,8A-8P Mon-Sat,,"(34.158108, -118.495428)"
EN189,16601 VENTURA BL,Single-Space,FLAT,$1.00,30MIN,8A-8P Mon-Sat,,"(34.158122, -118.495513)"
EN19,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.15481, -118.471469)"
EN190,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158134, -118.495576)"
EN193,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158301, -118.496462)"
EN194,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158314, -118.496524)"
EN195,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15833, -118.496606)"
EN196,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158351, -118.4967)"
EN197,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158364, -118.496758)"
EN198,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158434, -118.497072)"
EN199,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158454, -118.497152)"
EN20,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154851, -118.471724)"
EN200,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158469, -118.497211)"
EN201,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158489, -118.497297)"
EN204,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158668, -118.498063)"
EN205,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158682, -118.498121)"
EN206,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158701, -118.49821)"
EN207,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158717, -118.498268)"
EN208,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158737, -118.498355)"
EN209,16601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.158749, -118.4984)"
EN21,15401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,"(34.154861, -118.471784)"
EN211,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.158972, -118.498633)"
EN212,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159023, -118.498615)"
EN214,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159145, -118.498573)"
EN215,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159219, -118.498548)"
EN216,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159361, -118.4985)"
EN217,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159409, -118.498481)"
EN218,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159479, -118.498454)"
EN219,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.160238, -118.498197)"
EN220,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.160174, -118.498238)"
EN221,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.160127, -118.498266)"
EN222,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.16006, -118.498308)"
EN223,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.160015, -118.498335)"
EN224,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159947, -118.498373)"
EN225,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159897, -118.498401)"
EN226,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159834, -118.498434)"
EN227,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159785, -118.498458)"
EN228,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159717, -118.49849)"
EN229,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159663, -118.498514)"
EN23,4600 FIRMAMENT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.155131, -118.47259)"
EN230,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159593, -118.498544)"
EN231,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159543, -118.498563)"
EN232,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159474, -118.498595)"
EN233,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159425, -118.498614)"
EN236,16701 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.159022, -118.498752)"
EN24,4600 FIRMAMENT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.155184, -118.472591)"
EN25,4600 FIRMAMENT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.155255, -118.472591)"
EN252,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159538, -118.501705)"
EN253,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159556, -118.501783)"
EN254,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15957, -118.50185)"
EN255,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15959, -118.501937)"
EN258,4900 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.159892, -118.502115)"
EN259,4900 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.159966, -118.502115)"
EN26,4600 FIRMAMENT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.155307, -118.472591)"
EN260,4900 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.160137, -118.502113)"
EN261,4900 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.160192, -118.502114)"
EN264,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161501, -118.502258)"
EN265,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161452, -118.502258)"
EN266,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161375, -118.502258)"
EN267,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161324, -118.502257)"
EN268,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161247, -118.502255)"
EN269,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161199, -118.502256)"
EN27,4600 FIRMAMENT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.155383, -118.472591)"
EN270,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161117, -118.502256)"
EN271,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.161066, -118.502256)"
EN272,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160995, -118.502257)"
EN273,4901 PASO ROBLES AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,10A-12P Mon,"(34.16094, -118.502257)"
EN274,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160864, -118.502257)"
EN275,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160814, -118.502257)"
EN276,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160741, -118.502257)"
EN277,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160686, -118.502257)"
EN278,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160609, -118.502257)"
EN279,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160561, -118.502257)"
EN28,4601 FIRMAMENT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.155527, -118.472723)"
EN280,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160488, -118.502259)"
EN281,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160437, -118.502258)"
EN282,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160236, -118.502257)"
EN283,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160183, -118.502258)"
EN284,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160106999999996, -118.502258)"
EN285,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.16006, -118.502259)"
EN286,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.159982, -118.50226)"
EN287,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.159931, -118.502259)"
EN288,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.159857, -118.502258)"
EN289,4901 PASO ROBLES AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.159802, -118.502258)"
EN29,4601 FIRMAMENT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.155474, -118.47272)"
EN290,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159706, -118.502427)"
EN291,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159726, -118.502515)"
EN292,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159743, -118.502581)"
EN293,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159763, -118.502661)"
EN294,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159777, -118.502723)"
EN295,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159796, -118.502805)"
EN296,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159811, -118.502863)"
EN297,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159832, -118.502954)"
EN298,16901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.159847, -118.503018)"
EN299,4900 GENESTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160099, -118.503204)"
EN3,4601 ORION AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.155128, -118.469892)"
